age,income,employment_length,credit_score,credit_history_length,loan_amount,interest_rate,loan_term_months,loan_purpose,monthly_payment,dti_ratio,num_open_accounts,num_delinquencies,credit_utilization,home_ownership,loan_default
34,45491,0,739,14,61592,15.27,60,home_improvement,1474.01,51.3,4,0,14.499999999999998,MORTGAGE,0
40,24400,9,716,15,11350,6.95,60,debt_consolidation,224.48,85.0,2,0,59.699999999999996,OWN,1
42,44489,11,590,22,14905,10.42,36,home_improvement,483.89,36.0,11,1,16.8,MORTGAGE,0
32,37099,1,703,10,13536,3.0,84,medical,178.86,5.9,4,2,40.300000000000004,MORTGAGE,0
49,115190,0,748,31,23824,6.14,36,small_business,726.28,27.0,6,0,4.3,MORTGAGE,0
40,98979,3,622,18,87431,9.94,36,medical,2818.69,64.0,2,0,13.600000000000001,MORTGAGE,0
47,52287,1,703,28,21432,10.88,36,major_purchase,700.44,77.1,4,0,39.7,RENT,0
31,22759,2,635,11,14393,7.23,12,debt_consolidation,1246.91,85.0,3,5,67.10000000000001,MORTGAGE,1
36,23493,5,839,18,20579,3.0,60,debt_consolidation,369.78,33.6,7,0,29.299999999999997,RENT,0
50,49467,1,573,25,7193,10.77,12,debt_consolidation,634.96,42.4,7,1,24.0,OWN,0
37,59981,2,772,12,15812,12.91,48,auto,423.49,32.0,4,0,49.1,RENT,0
62,39152,7,546,37,59448,13.06,24,small_business,2827.94,85.0,2,0,20.0,RENT,1
37,36750,5,823,14,28663,9.18,12,debt_consolidation,2509.01,85.0,5,0,13.5,MORTGAGE,0
44,34348,1,588,26,42688,9.46,72,home_improvement,779.26,27.2,7,0,34.5,MORTGAGE,0
53,48337,5,695,35,36656,10.99,60,major_purchase,796.81,61.2,7,4,24.2,MORTGAGE,1
24,18000,7,549,4,10980,11.64,36,debt_consolidation,362.81,85.0,5,4,65.7,MORTGAGE,1
21,25316,4,572,0,68760,9.63,48,home_improvement,1731.74,85.0,3,0,12.6,OWN,0
23,33650,1,751,2,5201,3.0,72,education,79.02,53.3,3,1,40.9,OTHER,0
57,101164,0,762,33,22759,15.59,60,auto,548.51,26.8,9,1,5.0,OWN,0
35,30082,8,699,14,4265,8.14,60,debt_consolidation,86.76,53.7,4,1,59.099999999999994,RENT,0
72,54626,8,739,50,5435,5.1,48,debt_consolidation,125.41,34.4,4,0,34.2,OWN,0
35,56158,5,763,13,34713,8.43,60,home_improvement,711.02,28.8,5,0,15.9,RENT,0
44,106803,0,625,24,11115,10.45,36,education,361.0,20.8,6,0,28.199999999999996,RENT,0
60,104563,4,568,41,43106,7.56,48,auto,1043.46,24.9,3,1,5.0,OWN,0
66,47358,8,678,41,3936,7.84,48,debt_consolidation,95.79,42.4,6,0,28.299999999999997,OWN,0
66,36853,2,633,44,16950,8.7,72,debt_consolidation,303.02,24.9,4,4,6.6000000000000005,RENT,0
56,32915,1,711,38,7698,11.45,36,home_improvement,253.67,85.0,6,4,21.8,RENT,0
54,42419,4,723,33,14328,6.8,36,debt_consolidation,441.1,52.5,6,4,36.6,RENT,1
49,37781,8,625,31,53308,11.35,36,debt_consolidation,1754.08,85.0,3,0,39.7,MORTGAGE,1
51,68334,0,736,29,63212,4.48,48,debt_consolidation,1440.88,47.3,10,0,31.8,RENT,0
35,63081,4,732,10,25823,18.02,60,auto,656.02,43.9,5,1,15.4,MORTGAGE,0
32,69918,5,737,9,5906,14.29,36,debt_consolidation,202.69,3.5,5,0,48.6,RENT,0
41,104356,4,647,20,7749,8.9,60,major_purchase,160.48,15.4,4,2,41.5,MORTGAGE,0
39,149899,5,742,19,20171,11.34,60,auto,441.99,9.3,3,0,22.900000000000002,OWN,0
36,52828,4,721,15,10258,5.33,36,debt_consolidation,308.96,30.0,5,0,24.099999999999998,OWN,0
50,94814,0,731,29,28583,12.25,36,small_business,952.78,36.4,5,0,37.2,RENT,0
53,39695,1,814,30,58287,13.38,72,debt_consolidation,1181.78,41.3,4,0,40.8,MORTGAGE,0
43,99808,4,706,22,9064,11.07,48,auto,234.57,23.8,4,0,38.800000000000004,MORTGAGE,0
59,92679,0,631,34,9637,13.61,60,debt_consolidation,222.29,23.0,5,0,33.800000000000004,MORTGAGE,0
28,89773,5,591,6,7892,9.97,72,auto,146.09,30.1,4,0,54.6,MORTGAGE,0
39,51867,5,770,18,15093,9.59,36,medical,484.11,11.2,4,7,8.9,MORTGAGE,0
33,32826,1,708,10,18705,7.36,36,medical,580.64,81.3,3,3,24.099999999999998,RENT,1
21,21232,4,813,0,18308,12.22,48,home_improvement,484.1,85.0,6,3,24.7,MORTGAGE,1
41,47857,3,517,16,33805,6.65,36,debt_consolidation,1038.4,56.5,3,0,26.900000000000002,MORTGAGE,1
40,122983,1,752,22,23743,11.66,60,major_purchase,524.08,26.7,3,0,34.699999999999996,OWN,0
60,40704,3,659,40,17307,11.21,24,auto,808.33,23.8,4,0,17.4,RENT,0
49,78517,12,651,24,18557,15.38,36,debt_consolidation,646.74,30.3,6,1,20.9,MORTGAGE,0
29,81338,2,618,8,19146,12.33,36,auto,638.94,37.9,4,4,32.1,OWN,1
64,41348,4,751,42,17318,3.0,84,major_purchase,228.83,11.5,5,3,28.1,MORTGAGE,0
56,107991,0,729,35,11226,7.35,60,major_purchase,224.15,20.8,4,0,9.8,MORTGAGE,0
48,18000,0,588,27,7768,7.24,60,debt_consolidation,154.7,85.0,4,0,33.4,MORTGAGE,1
39,23537,0,693,16,19922,7.07,24,debt_consolidation,892.59,45.5,8,1,24.0,RENT,1
30,28300,7,736,9,12714,13.87,36,home_improvement,433.73,85.0,4,2,7.7,MORTGAGE,1
37,29976,2,694,18,26044,3.0,60,education,467.98,45.0,4,3,13.900000000000002,RENT,0
55,59979,1,768,35,18965,15.7,48,debt_consolidation,534.56,56.8,7,0,54.900000000000006,RENT,0
64,58338,6,656,44,18223,13.99,12,debt_consolidation,1636.1,67.2,3,2,47.3,RENT,1
60,62093,0,499,38,35922,10.74,48,home_improvement,923.89,45.9,4,0,10.2,MORTGAGE,0
36,70097,1,694,18,6746,11.4,48,debt_consolidation,175.67,36.0,5,3,37.6,RENT,1
28,27720,2,694,10,62222,10.3,36,home_improvement,2016.5,85.0,7,0,41.8,MORTGAGE,0
43,23602,2,704,25,3906,10.63,48,home_improvement,100.25,5.1,3,0,31.0,MORTGAGE,0
21,62180,4,768,0,49789,14.51,36,debt_consolidation,1714.03,35.3,2,5,25.4,OWN,0
45,33585,2,523,22,20755,9.11,60,auto,431.95,56.7,5,5,31.5,MORTGAGE,1
40,19105,2,660,18,12496,12.4,60,small_business,280.5,51.1,5,4,19.3,MORTGAGE,0
36,87799,9,606,12,6437,6.51,72,education,108.24,33.7,10,0,48.5,MORTGAGE,1
22,113216,10,583,1,11853,12.13,48,major_purchase,312.89,9.6,5,0,26.5,MORTGAGE,0
48,124778,8,674,25,16081,8.91,48,home_improvement,399.49,16.5,6,1,43.5,RENT,0
35,54841,10,736,16,20670,11.71,60,auto,456.77,45.9,3,3,48.1,MORTGAGE,0
27,71364,4,704,5,49608,6.54,48,auto,1177.37,68.2,3,2,30.5,MORTGAGE,1
21,111515,5,624,0,18984,11.8,48,home_improvement,498.06,27.1,5,1,23.1,MORTGAGE,0
41,33361,4,668,18,22556,9.81,48,major_purchase,570.02,49.6,7,1,30.2,RENT,0
63,95454,7,754,39,23042,16.26,48,small_business,656.09,28.4,6,4,7.8,MORTGAGE,0
61,57828,4,734,39,14338,11.04,60,debt_consolidation,312.03,42.1,4,5,60.0,OWN,1
36,84814,0,635,13,15763,11.97,48,debt_consolidation,414.87,29.4,6,1,18.2,RENT,0
34,54811,8,630,9,16732,8.23,72,major_purchase,295.25,19.5,3,0,52.5,RENT,1
47,106697,7,542,28,27959,11.25,60,medical,611.39,36.2,4,0,32.9,RENT,1
30,56056,8,645,8,9518,11.9,60,medical,211.24,13.8,4,0,14.299999999999999,MORTGAGE,0
45,20122,1,541,20,12649,8.58,72,medical,225.38,85.0,7,0,14.899999999999999,RENT,1
51,117143,1,845,27,23142,8.27,48,home_improvement,567.9,12.6,7,0,27.700000000000003,MORTGAGE,0
56,27763,1,611,33,8488,6.77,60,medical,167.15,72.5,2,0,9.8,OWN,1
40,103967,3,768,17,19527,9.7,36,debt_consolidation,627.33,20.2,5,0,11.1,MORTGAGE,0
39,46437,0,825,20,12308,7.39,24,debt_consolidation,553.24,24.2,4,2,23.0,OWN,0
31,99270,2,697,6,25685,11.17,60,home_improvement,560.63,6.8,5,0,49.6,MORTGAGE,0
32,96844,1,671,14,47177,6.84,36,education,1453.24,40.8,4,0,31.8,MORTGAGE,0
39,63454,1,574,16,12317,9.51,60,medical,258.74,21.5,8,2,1.3,OWN,0
46,66510,6,639,21,30650,6.22,24,home_improvement,1361.47,48.8,3,0,27.6,RENT,0
52,63169,9,808,29,20752,14.58,84,major_purchase,395.57,54.1,1,0,16.6,OWN,0
32,18000,0,708,10,13784,10.1,48,small_business,350.26,85.0,4,0,39.7,MORTGAGE,1
59,52627,4,682,38,18117,10.06,12,major_purchase,1593.28,36.3,1,0,30.8,RENT,0
38,25093,0,784,18,44737,12.38,48,debt_consolidation,1186.46,77.5,9,0,15.8,MORTGAGE,0
41,54323,0,735,22,15990,17.1,60,home_improvement,398.25,9.3,7,0,10.8,MORTGAGE,0
33,24691,6,668,15,45088,10.32,72,home_improvement,842.59,74.7,5,0,8.3,MORTGAGE,0
21,24077,6,697,0,16581,4.04,48,small_business,374.68,72.0,7,0,49.1,OWN,1
52,128407,8,618,34,6709,14.73,24,home_improvement,324.44,30.6,6,0,53.1,RENT,0
50,93122,3,635,30,16273,4.57,72,debt_consolidation,258.84,28.1,4,0,61.7,MORTGAGE,0
38,48899,9,663,16,6353,8.01,84,home_improvement,99.05,38.9,7,1,29.4,MORTGAGE,0
42,54767,0,724,18,14437,14.77,24,debt_consolidation,698.43,49.2,8,0,29.299999999999997,OWN,0
48,42245,1,580,27,14054,8.66,24,small_business,639.86,62.7,3,4,24.5,RENT,1
23,69004,0,686,3,64331,7.71,48,medical,1561.77,28.6,4,1,3.4000000000000004,RENT,0
35,32675,7,648,13,55634,11.13,48,major_purchase,1441.4,64.3,5,0,14.299999999999999,RENT,0
51,88986,1,607,28,19144,10.04,48,home_improvement,485.91,27.5,7,1,41.0,OWN,0
26,42114,0,649,2,42106,7.23,36,home_improvement,1304.54,72.9,4,2,26.700000000000003,RENT,1
45,38104,4,494,23,13651,13.51,24,auto,652.27,66.3,8,1,60.8,MORTGAGE,1
25,49663,0,619,6,6640,14.91,48,debt_consolidation,184.49,60.5,3,1,40.8,MORTGAGE,0
47,34382,0,592,26,26094,15.55,36,debt_consolidation,911.6,59.3,2,4,10.7,OWN,0
41,59707,0,657,20,23224,12.21,36,major_purchase,773.7,35.7,3,0,25.1,MORTGAGE,0
22,35510,0,497,3,9355,7.2,48,small_business,224.89,55.4,4,2,18.6,RENT,1
55,64933,5,695,33,9649,4.98,36,major_purchase,289.1,7.5,6,0,15.1,OWN,0
33,101681,4,752,11,34811,3.0,48,auto,770.52,12.3,5,0,28.999999999999996,RENT,0
32,31837,1,670,8,5549,14.13,60,small_business,129.49,85.0,12,1,34.2,RENT,0
44,45326,1,719,23,26654,10.78,24,debt_consolidation,1239.56,60.7,3,0,20.5,OWN,1
55,64653,8,638,34,14470,8.32,60,medical,295.62,22.6,7,0,71.39999999999999,RENT,0
29,37740,3,555,8,26680,3.0,48,small_business,590.54,63.6,4,0,22.5,MORTGAGE,0
42,64769,5,680,21,36019,5.27,24,medical,1584.56,31.9,5,1,47.4,MORTGAGE,0
47,68407,3,734,25,9778,3.0,60,medical,175.7,21.4,5,0,18.099999999999998,MORTGAGE,0
50,93897,1,574,29,8118,15.77,36,auto,284.48,14.7,2,0,20.8,OWN,0
44,34077,17,642,21,50332,12.54,36,auto,1684.75,85.0,2,0,10.7,RENT,1
37,27842,4,660,15,17326,4.78,36,major_purchase,517.57,22.3,7,0,20.3,RENT,0
32,40759,0,850,13,22684,16.54,48,debt_consolidation,649.16,40.2,4,0,7.8,OWN,0
43,27428,2,697,20,34116,7.11,48,medical,818.69,77.1,4,4,74.1,MORTGAGE,1
29,68782,1,527,11,9201,11.4,36,debt_consolidation,302.97,21.5,7,5,37.4,OWN,1
21,24414,1,507,2,33906,11.41,72,debt_consolidation,652.51,85.0,7,0,9.6,MORTGAGE,1
47,198751,13,738,28,28229,9.62,36,auto,905.84,9.8,7,1,51.2,MORTGAGE,0
52,106676,10,850,32,50464,8.79,36,major_purchase,1599.81,55.1,6,3,32.0,RENT,0
21,49392,1,657,0,49851,10.14,36,auto,1611.83,81.6,6,0,18.9,RENT,0
29,82490,2,652,10,18852,8.88,24,home_improvement,860.21,26.0,4,0,32.2,RENT,0
49,18359,7,714,25,30550,11.0,84,small_business,523.09,85.0,6,0,20.9,MORTGAGE,0
66,222798,1,616,46,18605,11.16,60,home_improvement,406.0,11.5,3,1,10.100000000000001,OWN,0
42,34402,4,476,17,19963,7.9,60,major_purchase,403.82,50.5,4,1,41.699999999999996,OWN,1
33,45601,6,762,13,8182,14.4,48,debt_consolidation,225.23,59.0,5,1,27.800000000000004,OWN,0
39,18000,5,630,19,15411,6.65,48,major_purchase,366.54,64.4,5,0,15.7,MORTGAGE,1
58,65628,6,764,35,5134,11.56,84,debt_consolidation,89.43,31.6,5,4,29.299999999999997,MORTGAGE,0
34,25240,6,619,9,16379,8.64,36,auto,518.11,80.7,5,1,32.2,RENT,0
32,52103,16,689,7,45434,6.52,36,auto,1392.92,65.3,1,0,51.5,OTHER,0
36,35363,2,748,17,31087,8.89,36,debt_consolidation,986.97,81.1,3,1,21.8,RENT,0
30,25677,10,765,12,19507,7.36,36,major_purchase,605.54,85.0,8,1,37.1,OWN,0
43,30253,0,698,19,15655,12.63,60,debt_consolidation,353.24,85.0,6,0,17.2,MORTGAGE,0
61,56132,1,694,38,12354,9.62,36,major_purchase,396.43,26.9,3,1,36.6,OWN,0
45,22722,0,729,25,9480,15.48,72,small_business,202.93,48.9,6,1,32.5,OWN,0
38,31279,5,717,13,31986,6.19,12,small_business,2755.71,85.0,5,0,32.9,RENT,0
38,72981,0,576,13,6157,3.0,36,debt_consolidation,179.05,37.8,2,7,33.0,RENT,1
23,233628,9,578,0,6059,11.58,72,debt_consolidation,117.14,7.2,9,0,25.2,RENT,0
52,65287,5,511,31,33963,16.89,60,auto,842.06,37.6,8,0,38.5,RENT,0
41,28272,0,741,20,20858,11.96,60,major_purchase,463.55,57.0,8,0,22.7,RENT,0
39,39329,6,648,17,18608,6.23,36,home_improvement,568.03,45.6,8,2,24.0,OWN,0
75,49958,9,745,50,20846,5.91,36,auto,633.33,62.4,5,0,25.6,MORTGAGE,0
45,39749,5,712,24,73648,18.1,72,debt_consolidation,1683.91,85.0,6,4,24.5,MORTGAGE,1
32,84274,0,599,12,18755,8.48,60,debt_consolidation,384.61,25.7,5,0,12.3,RENT,0
36,55853,9,670,13,22143,5.94,36,medical,673.03,31.3,4,4,26.200000000000003,OWN,0
55,84517,6,643,30,76163,14.76,36,debt_consolidation,2631.27,62.5,7,1,43.0,RENT,0
43,40592,2,631,18,17248,9.41,24,home_improvement,791.22,84.4,7,1,33.4,RENT,0
24,108586,1,753,5,60380,3.0,72,major_purchase,917.39,17.1,6,3,46.2,RENT,0
53,44360,3,850,30,4126,18.33,60,debt_consolidation,105.52,20.4,4,3,1.9,OWN,0
33,27372,10,769,10,7995,12.34,60,debt_consolidation,179.22,38.0,6,1,18.5,MORTGAGE,0
64,181025,1,677,40,11298,3.95,60,auto,207.82,14.2,4,0,39.1,RENT,0
54,18000,0,780,33,27140,15.58,72,auto,582.46,79.5,4,0,32.6,MORTGAGE,0
36,31468,9,817,11,62429,5.81,60,medical,1201.42,84.7,9,1,70.19999999999999,RENT,0
57,33650,0,568,38,11925,5.57,48,debt_consolidation,277.71,31.1,2,1,19.5,RENT,0
42,220793,12,777,24,35766,6.43,36,major_purchase,1095.05,18.9,4,3,29.5,RENT,0
52,144945,1,741,28,86340,17.76,60,debt_consolidation,2181.21,25.5,1,1,30.9,OWN,0
47,120133,3,775,24,53924,18.18,36,small_business,1954.35,43.1,4,0,4.9,RENT,0
31,40199,0,745,8,13592,7.81,60,auto,274.36,45.0,2,1,15.6,RENT,0
34,210177,11,661,13,33123,16.82,36,debt_consolidation,1177.96,12.0,7,0,13.900000000000002,MORTGAGE,0
54,61145,6,842,36,22870,3.0,36,debt_consolidation,665.09,48.0,5,0,88.7,OWN,0
37,88111,12,707,13,11366,13.66,36,education,386.59,21.9,3,5,5.3,RENT,0
37,54601,5,645,19,24321,15.46,36,debt_consolidation,848.58,66.8,2,5,11.899999999999999,MORTGAGE,1
30,47587,1,720,8,12943,16.03,36,small_business,455.23,39.4,6,6,12.7,MORTGAGE,0
47,42147,1,757,22,19673,10.31,36,education,637.66,45.2,6,0,32.7,RENT,0
66,43226,3,687,47,6871,12.26,36,home_improvement,229.07,32.6,8,0,27.6,RENT,0
29,70621,4,711,10,5249,7.13,36,major_purchase,162.39,38.1,7,6,31.8,MORTGAGE,1
42,61103,13,687,20,14756,10.1,72,medical,274.11,33.2,6,1,23.9,MORTGAGE,0
58,48103,2,627,34,22532,9.34,24,major_purchase,1032.89,44.7,8,0,8.9,RENT,0
41,121262,6,614,21,8188,9.11,36,debt_consolidation,260.8,5.5,4,1,44.4,OWN,0
47,18000,16,567,22,26066,14.54,48,medical,719.37,85.0,5,3,9.4,MORTGAGE,1
29,66564,0,801,5,18581,10.86,72,debt_consolidation,352.34,17.6,7,1,32.300000000000004,MORTGAGE,0
47,75406,9,662,22,28429,16.77,36,debt_consolidation,1010.32,17.2,6,0,12.5,RENT,0
39,97555,2,405,17,34959,10.99,36,major_purchase,1144.35,38.4,7,0,5.5,MORTGAGE,0
53,47149,6,711,29,46189,18.77,60,home_improvement,1192.33,41.2,5,1,13.100000000000001,MORTGAGE,0
56,55534,1,710,33,27509,14.91,36,debt_consolidation,952.4,21.8,4,0,16.1,MORTGAGE,0
73,88571,2,530,50,14666,9.65,72,education,269.12,19.3,10,0,14.000000000000002,OWN,0
48,119934,0,613,23,20582,10.7,48,debt_consolidation,528.96,15.8,5,0,39.6,RENT,0
45,40932,17,609,23,92081,6.64,48,small_business,2189.65,83.8,3,1,10.299999999999999,MORTGAGE,1
44,57537,8,620,26,35947,10.64,48,debt_consolidation,922.8,48.4,5,0,16.1,OWN,0
37,134207,0,777,12,18959,6.07,24,debt_consolidation,840.87,16.9,1,0,20.8,RENT,0
46,18000,35,668,22,16230,15.32,36,debt_consolidation,565.16,85.0,4,5,49.8,RENT,1
38,32402,4,645,14,11863,8.63,36,home_improvement,375.2,55.4,11,0,53.0,OWN,0
44,118125,9,769,25,7855,11.42,60,medical,172.44,5.8,5,2,49.1,MORTGAGE,0
57,94421,0,719,37,59616,3.0,72,small_business,905.79,29.9,4,1,18.2,MORTGAGE,0
29,67068,2,540,8,25208,8.93,36,auto,800.79,41.3,3,0,15.0,RENT,0
55,37452,5,630,34,7419,8.51,24,debt_consolidation,337.27,43.7,8,0,29.7,MORTGAGE,0
57,28880,0,705,36,16518,13.68,48,debt_consolidation,448.73,24.5,3,2,46.9,MORTGAGE,0
40,34381,3,605,20,43885,12.09,36,debt_consolidation,1459.5,85.0,3,0,46.1,RENT,1
21,124095,2,842,0,13189,14.07,12,auto,1184.64,15.4,2,1,13.100000000000001,MORTGAGE,0
34,33621,1,689,14,10197,11.77,72,debt_consolidation,198.14,72.7,7,1,38.4,MORTGAGE,0
57,52096,1,619,36,23149,14.92,72,debt_consolidation,488.48,59.0,6,0,20.1,RENT,0
41,31187,17,590,20,28586,11.68,72,medical,554.12,61.5,7,0,23.1,MORTGAGE,1
30,81280,1,754,10,13200,4.5,36,debt_consolidation,392.66,32.9,5,0,36.199999999999996,RENT,0
35,35481,1,628,16,11852,9.64,24,debt_consolidation,544.94,82.5,6,3,18.9,MORTGAGE,1
52,46232,3,710,29,24894,9.84,48,debt_consolidation,629.47,30.2,10,0,37.0,MORTGAGE,0
48,18000,5,587,25,8205,3.0,36,home_improvement,238.61,85.0,3,2,20.8,RENT,1
39,18619,6,685,19,12372,5.93,36,debt_consolidation,375.99,85.0,4,0,31.8,MORTGAGE,0
37,49247,7,629,12,16576,18.17,60,auto,422.46,10.3,2,4,17.1,MORTGAGE,0
37,22134,0,654,17,30252,8.9,60,auto,626.51,85.0,7,0,12.4,MORTGAGE,0
30,173347,2,616,8,13368,9.58,48,home_improvement,336.36,8.4,4,0,56.8,MORTGAGE,0
61,18000,7,762,43,26750,3.0,36,auto,777.92,85.0,3,2,65.5,MORTGAGE,0
38,30330,11,640,14,40791,4.61,48,debt_consolidation,932.2,69.5,7,3,4.8,MORTGAGE,0
56,49514,4,668,38,12651,11.94,48,education,332.78,28.1,3,0,43.2,RENT,0
60,39376,0,672,41,172137,8.14,24,home_improvement,7796.29,85.0,6,0,53.0,RENT,1
53,25273,2,808,34,48713,5.56,48,medical,1134.23,85.0,8,3,19.2,MORTGAGE,1
36,27590,0,751,17,21822,15.19,48,home_improvement,609.43,85.0,10,0,45.5,RENT,1
46,27054,6,743,28,15878,7.2,24,major_purchase,712.34,85.0,3,4,42.4,MORTGAGE,1
41,41273,0,553,22,12225,4.8,48,medical,280.43,38.8,4,2,46.6,MORTGAGE,1
31,158127,1,627,8,57692,10.16,36,home_improvement,1865.9,24.1,8,1,33.2,RENT,0
45,51367,2,775,26,20896,6.74,72,medical,353.65,53.9,2,1,20.4,MORTGAGE,0
27,99681,3,586,3,6586,6.74,48,debt_consolidation,156.92,8.6,5,1,5.4,MORTGAGE,0
56,66448,2,686,31,5439,9.76,48,major_purchase,137.32,9.0,4,1,14.7,MORTGAGE,0
36,95637,3,594,11,19510,7.43,36,debt_consolidation,606.26,13.2,7,0,9.0,RENT,0
44,18000,6,602,24,19813,3.33,84,education,264.75,28.1,7,1,26.1,RENT,1
45,40836,2,814,22,9491,12.23,84,small_business,168.71,21.8,1,0,31.0,MORTGAGE,0
38,107396,3,737,15,6247,13.46,36,major_purchase,211.87,24.8,1,0,33.6,MORTGAGE,0
49,34785,1,758,29,4563,9.0,72,major_purchase,82.25,6.9,4,0,17.1,MORTGAGE,0
36,141136,2,742,12,10598,12.48,60,small_business,238.33,11.2,4,0,11.3,MORTGAGE,0
52,119411,4,668,34,13989,8.52,60,auto,287.14,19.9,5,0,60.0,OWN,0
25,36994,3,624,5,29267,3.0,24,auto,1257.93,81.6,5,0,47.8,MORTGAGE,0
43,36246,6,647,24,16461,13.59,12,major_purchase,1474.81,85.0,5,2,27.6,OWN,0
65,26684,4,664,45,37979,9.6,48,small_business,955.97,81.8,3,1,21.5,OTHER,1
29,33598,8,822,6,27544,10.6,24,debt_consolidation,1278.66,78.6,2,0,27.3,MORTGAGE,0
33,23398,2,573,11,25829,9.57,72,small_business,472.92,75.0,4,2,31.2,OWN,1
48,63404,3,635,28,35791,9.27,60,major_purchase,747.66,44.8,3,3,15.1,MORTGAGE,0
44,20462,5,606,26,6831,10.57,60,medical,147.06,85.0,5,0,45.5,MORTGAGE,1
46,70420,1,764,27,12389,10.64,12,education,1092.88,39.8,7,1,20.0,RENT,0
47,71456,2,828,24,96856,15.05,48,home_improvement,2698.03,63.7,3,1,89.1,RENT,1
49,18092,4,704,26,4748,11.75,24,medical,222.95,55.1,6,4,27.800000000000004,MORTGAGE,0
55,124230,0,711,36,14640,14.71,72,major_purchase,307.26,26.2,2,2,15.5,OWN,0
46,66713,2,687,28,25167,16.03,60,education,612.41,28.9,10,0,43.8,RENT,0
39,76865,4,714,19,4847,3.55,36,major_purchase,142.13,15.3,5,7,57.3,MORTGAGE,0
50,31094,17,741,26,10647,15.11,48,debt_consolidation,296.91,54.3,5,3,20.1,RENT,0
64,71212,10,714,45,72925,12.61,24,major_purchase,3453.64,85.0,6,0,16.7,RENT,0
40,96358,1,719,21,20318,11.95,24,small_business,955.96,22.8,5,5,23.1,RENT,0
30,46204,3,742,8,12062,13.96,24,major_purchase,578.9,47.1,5,0,14.099999999999998,RENT,0
55,162942,0,537,37,20896,8.94,72,debt_consolidation,376.04,2.8,5,2,53.800000000000004,MORTGAGE,0
40,50334,1,680,17,12046,12.41,48,major_purchase,319.65,53.0,9,1,22.8,OTHER,0
21,97194,7,704,0,59800,5.77,36,home_improvement,1813.01,35.5,5,0,15.9,OWN,0
52,58442,0,713,28,9011,4.35,12,medical,768.73,53.9,1,0,17.599999999999998,MORTGAGE,0
35,69655,1,666,15,12507,12.13,48,debt_consolidation,330.16,34.5,3,0,44.0,MORTGAGE,0
40,18000,14,692,20,6345,9.72,48,home_improvement,160.07,85.0,6,0,50.6,RENT,0
45,61244,8,622,26,14664,9.99,36,major_purchase,473.1,27.9,3,3,43.9,RENT,1
44,31540,7,538,23,15959,6.81,48,debt_consolidation,380.75,63.7,7,0,34.8,RENT,0
50,29500,9,758,28,41645,11.56,24,debt_consolidation,1951.83,85.0,6,0,37.9,RENT,1
36,139589,6,589,14,8851,8.29,72,auto,156.44,13.4,3,0,41.3,OTHER,0
48,43119,0,667,26,25299,9.81,36,education,814.07,67.7,5,1,53.800000000000004,RENT,0
38,26849,3,620,15,19162,8.05,72,education,336.44,73.3,5,2,24.6,MORTGAGE,0
50,39518,2,806,31,4794,6.79,48,education,114.33,42.2,4,0,39.800000000000004,RENT,0
49,22465,1,673,31,10854,9.17,72,education,196.57,55.7,7,0,44.1,RENT,0
30,115882,8,655,12,10556,14.74,48,small_business,292.39,14.9,7,3,57.699999999999996,RENT,1
55,32292,3,739,33,58578,8.11,60,auto,1190.84,63.5,5,0,43.0,RENT,0
35,67344,0,850,12,26423,9.49,12,debt_consolidation,2316.74,57.1,8,0,46.5,MORTGAGE,0
51,110598,1,712,26,19955,8.94,36,home_improvement,634.01,35.4,5,2,27.0,RENT,0
46,36312,1,649,21,1000,7.45,36,home_improvement,31.08,44.3,5,0,31.1,RENT,0
64,67454,10,735,43,4741,14.92,36,auto,164.16,30.9,4,0,5.0,MORTGAGE,0
39,26421,5,554,15,30014,4.55,72,major_purchase,477.13,77.6,3,2,9.6,RENT,1
37,212662,4,683,13,31176,9.66,36,home_improvement,1000.99,12.9,4,0,48.6,MORTGAGE,0
41,85976,3,839,18,10726,6.63,84,auto,159.95,20.9,6,1,15.299999999999999,RENT,0
38,43670,5,692,17,18386,12.27,60,auto,411.5,41.2,7,0,32.2,MORTGAGE,0
51,30831,7,688,26,17496,10.54,60,home_improvement,376.4,78.7,1,0,18.3,MORTGAGE,0
22,45779,4,681,2,20304,14.73,36,home_improvement,701.16,38.6,6,0,26.3,OWN,0
29,39975,13,648,8,13899,12.94,36,small_business,467.91,21.9,5,0,8.9,MORTGAGE,0
29,158223,18,705,7,31912,10.33,24,auto,1477.44,21.7,3,1,46.400000000000006,OWN,0
53,23498,26,742,33,39115,12.98,60,auto,889.59,85.0,3,0,70.7,MORTGAGE,0
62,53150,5,653,40,9212,13.34,84,auto,169.29,22.3,5,0,33.300000000000004,RENT,0
40,48484,13,480,15,7816,6.35,24,debt_consolidation,347.64,52.5,3,2,3.1,MORTGAGE,1
39,45686,2,717,16,10329,13.09,60,major_purchase,235.49,50.8,6,0,13.900000000000002,MORTGAGE,0
42,45927,9,850,17,18659,11.19,36,debt_consolidation,612.55,75.8,3,0,13.200000000000001,MORTGAGE,0
55,45723,11,649,32,23131,11.96,84,debt_consolidation,407.83,76.1,2,0,21.9,OWN,0
30,82771,11,562,12,31316,8.37,72,auto,554.75,31.8,3,0,44.9,MORTGAGE,1
44,70642,8,734,22,35596,6.58,36,home_improvement,1092.28,38.4,3,0,35.4,RENT,0
53,63028,2,819,28,23241,5.86,60,home_improvement,447.8,11.8,3,0,7.199999999999999,OWN,0
